Index,Frequency,Percentage,Word,Desc,Code,Translit,Len,RuUpper,RuUpperLen,RuSymbols
13911,4.84,89.74,слепота, сущ неод ед жен им ,18357,SLEPOTA,7,СЛЕПОТА,7,True
13912,4.84,89.74,аккорд, сущ неод ед муж им ,125973,AKKORD,6,АККОРД,6,True
13913,4.84,89.74,похождение, сущ неод ед ср им ,162919,POHOZHDENIE,11,ПОХОЖДЕНИЕ,10,True
13914,4.84,89.74,полтинник, сущ неод ед муж им ,137212,POLTINNIK,9,ПОЛТИННИК,9,True
13915,4.84,89.74,досье, сущ неод ед ср ,122429,DOS'E,5,ДОСЬЕ,5,True
13916,4.84,89.74,контингент, сущ неод ед муж им ,26937,KONTINGENT,10,КОНТИНГЕНТ,10,True
13917,4.77,89.74,развязывать, гл несов перех инф ,92335,RAZVJAZYVAT',12,РАЗВЯЗЫВАТЬ,11,True
13918,4.77,89.74,сетчатка, сущ неод ед жен им ,17955,SETCHATKA,9,СЕТЧАТКА,8,True
13919,4.77,89.74,полистать, гл сов перех инф ,174176,POLISTAT',9,ПОЛИСТАТЬ,9,True
13920,4.77,89.74,телезритель, сущ одуш ед муж им ,141336,TELEZRITEL',11,ТЕЛЕЗРИТЕЛЬ,11,True
13921,4.77,89.74,нобелевский, прл ед муж им ,599609,NOBELEVSKIJ,11,НОБЕЛЕВСКИЙ,11,True
13922,4.77,89.74,полотняный, прл ед муж им ,113613,POLOTNJANYJ,11,ПОЛОТНЯНЫЙ,10,True
13923,4.77,89.74,деточка, сущ одуш ед жен им ,147581,DETOCHKA,8,ДЕТОЧКА,7,True
13924,4.77,89.75,вопиющий, прл ед муж им ,102416,VOPIJUSCHIJ,11,ВОПИЮЩИЙ,8,True
13925,4.77,89.75,имидж, сущ неод ед муж им ,130404,IMIDZH,6,ИМИДЖ,5,True
13926,4.77,89.75,тишь, сущ неод ед жен им ,20091,TISH',5,ТИШЬ,4,True
13927,4.77,89.75,посочувствовать, гл сов непер инф ,87993,POSOCHUVSTVOVAT',16,ПОСОЧУВСТВОВАТЬ,15,True
13928,4.77,89.75,горесть, сущ неод ед жен им ,4229,GOREST',7,ГОРЕСТЬ,7,True
13929,4.77,89.75,диспетчерский, прл ед муж им ,103927,DISPETCHERSKIJ,14,ДИСПЕТЧЕРСКИЙ,13,True
13930,4.77,89.75,бунтовщик, сущ одуш ед муж им ,127266,BUNTOVSCHIK,11,БУНТОВЩИК,9,True
13931,4.77,89.75,типично, нар опред кач ,205785,TIPICHNO,8,ТИПИЧНО,7,True
13932,4.77,89.75,фотонный, прл ед муж им ,4087663,FOTONNYJ,8,ФОТОННЫЙ,8,True
13933,4.77,89.75,оглобля, сущ неод ед жен им ,12497,OGLOBLJA,8,ОГЛОБЛЯ,7,True
13934,4.77,89.75,просвещенный, прл ед муж им ,114858,PROSVESCHENNYJ,14,ПРОСВЕЩЕННЫЙ,12,True
13935,4.77,89.75,хоботок, сущ неод ед муж им ,143146,HOBOTOK,7,ХОБОТОК,7,True
13936,4.77,89.75,законность, сущ неод ед жен им ,148334,ZAKONNOST',10,ЗАКОННОСТЬ,10,True
13937,4.77,89.75,втолковывать, гл несов перех инф ,69845,VTOLKOVYVAT',12,ВТОЛКОВЫВАТЬ,12,True
13938,4.77,89.75,пропагандистский, прл ед муж им ,114820,PROPAGANDISTSKIJ,16,ПРОПАГАНДИСТСКИЙ,16,True
13939,4.77,89.75,субботний, прл ед муж им ,118237,SUBBOTNIJ,9,СУББОТНИЙ,9,True
13940,4.77,89.75,вытолкнуть, гл сов перех инф ,71274,VYTOLKNUT',10,ВЫТОЛКНУТЬ,10,True
13941,4.77,89.75,федерализм, сущ неод ед муж им ,142542,FEDERALIZM,10,ФЕДЕРАЛИЗМ,10,True
13942,4.77,89.75,ускользнуть, гл сов непер инф ,66894,USKOL'ZNUT',11,УСКОЛЬЗНУТЬ,11,True
13943,4.77,89.75,рысью, нар опред спос ,204956,RYS'JU,6,РЫСЬЮ,5,True
13944,4.77,89.75,грабли, сущ неод мн им ,1586788,GRABLI,6,ГРАБЛИ,6,True
13945,4.77,89.76,передвинуть, гл сов пер/не инф ,83947,PEREDVINUT',11,ПЕРЕДВИНУТЬ,11,True
13946,4.77,89.76,экономически, нар опред кач ,206500,EKONOMICHESKI,13,ЭКОНОМИЧЕСКИ,12,True
13947,4.77,89.76,вкратце, нар опред спос ,199218,VKRATTSE,8,ВКРАТЦЕ,7,True
13948,4.77,89.76,полог, сущ неод ед муж им ,30519,POLOG,5,ПОЛОГ,5,True
13949,4.77,89.76,пучина, сущ неод ед жен им ,16251,PUCHINA,7,ПУЧИНА,6,True
13950,4.77,89.76,арат, сущ одуш ед муж им ,126278,ARAT,4,АРАТ,4,False
13951,4.77,89.76,опасть, гл сов непер инф ,81391,OPAST',6,ОПАСТЬ,6,True
13952,4.77,89.76,заседать, гл несов непер инф ,74918,ZASEDAT',8,ЗАСЕДАТЬ,8,True
13953,4.77,89.76,откидывать, гл несов перех инф ,82454,OTKIDYVAT',10,ОТКИДЫВАТЬ,10,True
13954,4.77,89.76,покивать, гл сов непер инф ,86902,POKIVAT',8,ПОКИВАТЬ,8,True
13955,4.77,89.76,жжение, сущ неод ед ср им ,38765,ZHZHENIE,8,ЖЖЕНИЕ,6,True
13956,4.77,89.76,финна, сущ неод ед жен им ,160440,FINNA,5,ФИННА,5,True
13957,4.77,89.76,крушить, гл несов перех инф ,77429,KRUSHIT',8,КРУШИТЬ,7,True
13958,4.77,89.76,резервный, прл ед муж им ,115841,REZERVNYJ,9,РЕЗЕРВНЫЙ,9,True
13959,4.77,89.76,палестина, сущ неод ед жен им ,154067,PALESTINA,9,ПАЛЕСТИНА,9,True
13960,4.77,89.76,агитпроп, сущ неод ед муж им ,125870,AGITPROP,8,АГИТПРОП,8,True
13961,4.77,89.76,поношенный, прл ед муж им ,113739,PONOSHENNYJ,11,ПОНОШЕННЫЙ,10,True
13962,4.77,89.76,заверещать, гл сов непер инф ,72928,ZAVERESCHAT',12,ЗАВЕРЕЩАТЬ,10,True
13963,4.77,89.76,проклятье, сущ неод ед ср им ,4150898,PROKLJAT'E,10,ПРОКЛЯТЬЕ,9,True
13964,4.77,89.76,кампус, сущ неод ед муж им ,4153518,KAMPUS,6,КАМПУС,6,True
13965,4.77,89.76,унижаться, гл несов непер воз инф ,193228,UNIZHAT'SJA,11,УНИЖАТЬСЯ,9,True
13966,4.77,89.77,возвестить, гл сов пер/не инф ,68783,VOZVESTIT',10,ВОЗВЕСТИТЬ,10,True
13967,4.77,89.77,проплыть, гл сов пер/не инф ,91272,PROPLYT',8,ПРОПЛЫТЬ,8,True
13968,4.77,89.77,розетка, сущ неод ед жен им ,17163,ROZETKA,7,РОЗЕТКА,7,False
13969,4.77,89.77,оборотень, сущ одуш ед муж им ,134965,OBOROTEN',9,ОБОРОТЕНЬ,9,True
13970,4.77,89.77,ковылять, гл несов непер инф ,77101,KOVYLJAT',9,КОВЫЛЯТЬ,8,True
13971,4.77,89.77,козий, прл ед муж им ,106431,KOZIJ,5,КОЗИЙ,5,True
13972,4.77,89.77,бессознательно, нар опред кач ,198644,BESSOZNATEL'NO,14,БЕССОЗНАТЕЛЬНО,14,True
13973,4.77,89.77,картофелина, сущ неод ед жен им ,7277,KARTOFELINA,11,КАРТОФЕЛИНА,11,True
13974,4.77,89.77,источать, гл несов перех инф ,76774,ISTOCHAT',9,ИСТОЧАТЬ,8,True
13975,4.77,89.77,решительность, сущ неод ед жен им ,17037,RESHITEL'NOST',14,РЕШИТЕЛЬНОСТЬ,13,True
13976,4.77,89.77,закрутиться, гл сов непер воз инф ,186793,ZAKRUTIT'SJA,12,ЗАКРУТИТЬСЯ,11,True
13977,4.77,89.77,выдохнуться, гл сов непер воз инф ,186202,VYDOHNUT'SJA,12,ВЫДОХНУТЬСЯ,11,True
13978,4.77,89.77,кремовый, прл ед муж им ,107029,KREMOVYJ,8,КРЕМОВЫЙ,8,True
13979,4.77,89.77,опутать, гл сов перех инф ,81680,OPUTAT',7,ОПУТАТЬ,7,True
13980,4.77,89.77,проливать, гл несов пер/не инф ,91058,PROLIVAT',9,ПРОЛИВАТЬ,9,True
13981,4.77,89.77,уличить, гл сов перех инф ,97914,ULICHIT',8,УЛИЧИТЬ,7,True
13982,4.77,89.77,слюни, сущ неод мн им ,1587300,SLJUNI,6,СЛЮНИ,5,True
13983,4.77,89.77,шествовать, гл несов непер инф ,99546,SHESTVOVAT',11,ШЕСТВОВАТЬ,10,True
13984,4.77,89.77,хладнокровно, нар опред кач ,206217,HLADNOKROVNO,12,ХЛАДНОКРОВНО,12,True
13985,4.77,89.77,перламутровый, прл ед муж им ,112721,PERLAMUTROVYJ,13,ПЕРЛАМУТРОВЫЙ,13,True
13986,4.77,89.77,замыкать, гл несов перех инф ,74249,ZAMYKAT',8,ЗАМЫКАТЬ,8,True
13987,4.77,89.78,запастись, гл сов непер воз инф ,217364,ZAPASTIS',9,ЗАПАСТИСЬ,9,True
13988,4.77,89.78,ноябрьский, прл ед муж им ,52749,NOJABR'SKIJ,11,НОЯБРЬСКИЙ,10,True
13989,4.77,89.78,саркастический, прл ед муж им ,116462,SARKASTICHESKIJ,15,САРКАСТИЧЕСКИЙ,14,True
13990,4.77,89.78,сиротина, сущ одуш ед общ им ,139979,SIROTINA,8,СИРОТИНА,8,True
13991,4.77,89.78,бублик, сущ неод ед муж им ,127200,BUBLIK,6,БУБЛИК,6,True
13992,4.77,89.78,терапевтический, прл ед муж им ,118650,TERAPEVTICHESKIJ,16,ТЕРАПЕВТИЧЕСКИЙ,15,True
13993,4.77,89.78,бедно, нар опред кач ,198380,BEDNO,5,БЕДНО,5,True
13994,4.77,89.78,козырь, сущ ед муж им ,1210728,KOZYR',6,КОЗЫРЬ,6,True
13995,4.77,89.78,сникнуть, гл сов непер инф ,177482,SNIKNUT',8,СНИКНУТЬ,8,True
13996,4.77,89.78,приплясывать, гл несов непер инф ,89842,PRIPLJASYVAT',13,ПРИПЛЯСЫВАТЬ,12,True
13997,4.77,89.78,пузатый, прл ед муж им ,54694,PUZATYJ,7,ПУЗАТЫЙ,7,True
13998,4.77,89.78,помять, гл сов перех инф ,87360,POMJAT',7,ПОМЯТЬ,6,True
13999,4.77,89.78,балахон, сущ неод ед муж им ,22869,BALAHON,7,БАЛАХОН,7,True
14000,4.77,89.78,постесняться, гл сов непер воз инф ,189439,POSTESNJAT'SJA,14,ПОСТЕСНЯТЬСЯ,12,True
14001,4.77,89.78,перекат, сущ неод ед муж им ,136186,PEREKAT,7,ПЕРЕКАТ,7,True
14002,4.77,89.78,перемахнуть, гл сов пер/не инф ,84274,PEREMAHNUT',11,ПЕРЕМАХНУТЬ,11,True
14003,4.77,89.78,голубушка, сущ одуш ед жен им ,147076,GOLUBUSHKA,10,ГОЛУБУШКА,9,True
14004,4.77,89.78,одновременный, прл ед муж им ,52989,ODNOVREMENNYJ,13,ОДНОВРЕМЕННЫЙ,13,True
14005,4.77,89.78,мордочка, сущ неод ед жен им ,10415,MORDOCHKA,9,МОРДОЧКА,8,True
14006,4.77,89.78,нечестно, нар опред кач ,202608,NECHESTNO,9,НЕЧЕСТНО,8,True
14007,4.77,89.78,учащийся, сущ одуш ед муж им ,142398,UCHASCHIJSJA,12,УЧАЩИЙСЯ,8,True
14008,4.77,89.79,оазис, сущ неод ед муж им ,29007,OAZIS,5,ОАЗИС,5,True
14009,4.77,89.79,функционер, сущ одуш ед муж им ,142952,FUNKTSIONER,11,ФУНКЦИОНЕР,10,True
14010,4.77,89.79,сквозной, прл ед муж им ,117179,SKVOZNOJ,8,СКВОЗНОЙ,8,True
14011,4.77,89.79,зачастить, гл сов пер/не инф ,75685,ZACHASTIT',10,ЗАЧАСТИТЬ,9,True
14012,4.77,89.79,покрышка, сущ неод ед жен им ,155276,POKRYSHKA,9,ПОКРЫШКА,8,True
14013,4.77,89.79,подрастать, гл несов непер инф ,183703,PODRASTAT',10,ПОДРАСТАТЬ,10,True
14014,4.77,89.79,нищий, прл ед муж им ,52694,NISCHIJ,7,НИЩИЙ,5,True
14015,4.77,89.79,промерзнуть, гл сов непер инф ,177336,PROMERZNUT',11,ПРОМЕРЗНУТЬ,11,True
14016,4.77,89.79,интурист, сущ одуш ед муж им ,130531,INTURIST,8,ИНТУРИСТ,8,True
14017,4.77,89.79,провоцировать, гл 2вид перех инф ,90527,PROVOTSIROVAT',14,ПРОВОЦИРОВАТЬ,13,True
14018,4.77,89.79,чреватый, прл ед муж им ,120981,CHREVATYJ,9,ЧРЕВАТЫЙ,8,True
14019,4.77,89.79,немка, сущ одуш ед жен им ,11339,NEMKA,5,НЕМКА,5,False
14020,4.77,89.79,ореол, сущ неод ед муж им ,135210,OREOL,5,ОРЕОЛ,5,True
14021,4.77,89.79,легионер, сущ одуш ед муж им ,1213425,LEGIONER,8,ЛЕГИОНЕР,8,True
14022,4.77,89.79,каучук, сущ неод ед муж им ,131037,KAUCHUK,7,КАУЧУК,6,True
14023,4.77,89.79,стечение, сущ неод ед ср им ,45077,STECHENIE,9,СТЕЧЕНИЕ,8,True
14024,4.77,89.79,разодрать, гл сов перех инф ,92787,RAZODRAT',9,РАЗОДРАТЬ,9,True
14025,4.77,89.79,похлебка, сущ неод ед жен им ,15123,POHLEBKA,8,ПОХЛЕБКА,8,True
14026,4.77,89.79,посев, сущ неод ед муж им ,30687,POSEV,5,ПОСЕВ,5,True
14027,4.77,89.79,спид, сущ неод ед муж им ,33081,SPID,4,СПИД,4,True
14028,4.77,89.79,обзывать, гл несов перех инф ,80056,OBZYVAT',8,ОБЗЫВАТЬ,8,True
14029,4.77,89.8,кардинал, сущ одуш ед муж им ,130945,KARDINAL,8,КАРДИНАЛ,8,True
14030,4.77,89.8,закатать, гл сов перех инф ,73682,ZAKATAT',8,ЗАКАТАТЬ,8,True
14031,4.77,89.8,неглубокий, прл ед муж им ,51919,NEGLUBOKIJ,10,НЕГЛУБОКИЙ,10,True
14032,4.77,89.8,сократиться, гл сов непер воз инф ,190759,SOKRATIT'SJA,12,СОКРАТИТЬСЯ,11,True
14033,4.77,89.8,княжна, сущ одуш ед жен им ,7733,KNJAZHNA,8,КНЯЖНА,6,True
14034,4.77,89.8,хиппи, прл неизм ,99851,HIPPI,5,ХИППИ,5,True
14035,4.77,89.8,смета, сущ неод ед жен им ,18465,SMETA,5,СМЕТА,5,False
14036,4.77,89.8,красногвардеец, сущ одуш ед муж им ,131982,KRASNOGVARDEETS,15,КРАСНОГВАРДЕЕЦ,14,True
14037,4.77,89.8,расплавить, гл сов перех инф ,93239,RASPLAVIT',10,РАСПЛАВИТЬ,10,True
14038,4.77,89.8,телекомпания, сущ неод ед жен им ,4151990,TELEKOMPANIJA,13,ТЕЛЕКОМПАНИЯ,12,True
14039,4.77,89.8,перебой, сущ неод ед муж им ,136128,PEREBOJ,7,ПЕРЕБОЙ,7,True
14040,4.77,89.8,путина, сущ неод ед жен им ,156550,PUTINA,6,ПУТИНА,6,True
14041,4.77,89.8,шлейф, сущ неод ед муж им ,143987,SHLEJF,6,ШЛЕЙФ,5,True
14042,4.77,89.8,коромысло, сущ неод ед ср им ,39869,KOROMYSLO,9,КОРОМЫСЛО,9,True
14043,4.71,89.8,восторгаться, гл несов непер воз инф ,195827,VOSTORGAT'SJA,13,ВОСТОРГАТЬСЯ,12,True
14044,4.71,89.8,замочить, гл сов перех инф ,60194,ZAMOCHIT',9,ЗАМОЧИТЬ,8,True
14045,4.71,89.8,шлепнуться, гл сов непер воз инф ,191181,SHLEPNUT'SJA,12,ШЛЕПНУТЬСЯ,10,True
14046,4.71,89.8,черствый, прл ед муж им ,120869,CHERSTVYJ,9,ЧЕРСТВЫЙ,8,True
14047,4.71,89.8,проведать, гл сов пер/не инф ,90436,PROVEDAT',9,ПРОВЕДАТЬ,9,True
14048,4.71,89.8,обшить, гл сов перех инф ,80768,OBSHIT',7,ОБШИТЬ,6,True
14049,4.71,89.8,пространный, прл ед муж им ,114891,PROSTRANNYJ,11,ПРОСТРАННЫЙ,11,True
14050,4.71,89.81,гордыня, сущ неод ед жен им ,4217,GORDYNJA,8,ГОРДЫНЯ,7,True
14051,4.71,89.81,стыть, гл несов непер инф ,96569,STYT',5,СТЫТЬ,5,True
14052,4.71,89.81,учтивый, прл ед муж им ,119831,UCHTIVYJ,8,УЧТИВЫЙ,7,True
14053,4.71,89.81,сочинитель, сущ одуш ед муж им ,140594,SOCHINITEL',11,СОЧИНИТЕЛЬ,10,True
14054,4.71,89.81,вибрировать, гл несов непер инф ,68433,VIBRIROVAT',11,ВИБРИРОВАТЬ,11,True
14055,4.71,89.81,впустую, нар опред спос ,199437,VPUSTUJU,8,ВПУСТУЮ,7,True
14056,4.71,89.81,доверенный, прл ед муж им ,103993,DOVERENNYJ,10,ДОВЕРЕННЫЙ,10,True
14057,4.71,89.81,шлепанец, сущ неод ед муж им ,143992,SHLEPANETS,10,ШЛЕПАНЕЦ,8,True
14058,4.71,89.81,развеять, гл сов пер/не инф ,178241,RAZVEJAT',9,РАЗВЕЯТЬ,8,True
14059,4.71,89.81,деятельный, прл ед муж им ,48748,DEJATEL'NYJ,11,ДЕЯТЕЛЬНЫЙ,10,True
14060,4.71,89.81,ректор, сущ одуш ед муж им ,31899,REKTOR,6,РЕКТОР,6,False
14061,4.71,89.81,свечение, сущ неод ед ср им ,44249,SVECHENIE,9,СВЕЧЕНИЕ,8,True
14062,4.71,89.81,советский, прл ед муж им ,55859,SOVETSKIJ,9,СОВЕТСКИЙ,9,True
14063,4.71,89.81,плюшевый, прл ед муж им ,113055,PLJUSHEVYJ,10,ПЛЮШЕВЫЙ,8,True
14064,4.71,89.81,дыбом, нар опред спос ,200149,DYBOM,5,ДЫБОМ,5,True
14065,4.71,89.81,заезжий, прл ед муж им ,104715,ZAEZZHIJ,8,ЗАЕЗЖИЙ,7,True
14066,4.71,89.81,побагроветь, гл сов непер инф ,84994,POBAGROVET',11,ПОБАГРОВЕТЬ,11,True
14067,4.71,89.81,индивид, сущ одуш ед муж им ,25863,INDIVID,7,ИНДИВИД,7,True
14068,4.71,89.81,подделка, сущ неод ед жен им ,14421,PODDELKA,8,ПОДДЕЛКА,8,True
14069,4.71,89.81,оккупант, сущ одуш ед муж им ,135155,OKKUPANT,8,ОККУПАНТ,8,True
14070,4.71,89.81,откопать, гл сов перех инф ,82507,OTKOPAT',8,ОТКОПАТЬ,8,True
14071,4.71,89.82,злосчастный, прл ед муж им ,49578,ZLOSCHASTNYJ,12,ЗЛОСЧАСТНЫЙ,11,True
14072,4.71,89.82,сор, сущ неод ед муж им ,32961,SOR,3,СОР,3,False
14073,4.71,89.82,потускнеть, гл сов непер инф ,88318,POTUSKNET',10,ПОТУСКНЕТЬ,10,True
14074,4.71,89.82,блуждающий, прл ед муж им ,47292,BLUZHDAJUSCHIJ,14,БЛУЖДАЮЩИЙ,10,True
14075,4.71,89.82,настройка, сущ неод ед жен им ,10949,NASTROJKA,9,НАСТРОЙКА,9,True
14076,4.71,89.82,нипочем, предик ,208842,NIPOCHEM,8,НИПОЧЕМ,7,True
14077,4.71,89.82,втиснуться, гл сов непер воз инф ,186146,VTISNUT'SJA,11,ВТИСНУТЬСЯ,10,True
14078,4.71,89.82,виселица, сущ неод ед жен им ,146280,VISELITSA,9,ВИСЕЛИЦА,8,True
14079,4.71,89.82,периодический, прл ед муж им ,53524,PERIODICHESKIJ,14,ПЕРИОДИЧЕСКИЙ,13,True
14080,4.71,89.82,последовательный, прл ед муж им ,54069,POSLEDOVATEL'NYJ,16,ПОСЛЕДОВАТЕЛЬНЫЙ,16,True
14081,4.71,89.82,поправляться, гл несов непер воз инф ,192029,POPRAVLJAT'SJA,14,ПОПРАВЛЯТЬСЯ,12,True
14082,4.71,89.82,станина, сущ неод ед жен им ,158839,STANINA,7,СТАНИНА,7,True
14083,4.71,89.82,носильщик, сущ одуш ед муж им ,134772,NOSIL'SCHIK,11,НОСИЛЬЩИК,9,True
14084,4.71,89.82,жужжание, сущ неод ед ср им ,38807,ZHUZHZHANIE,11,ЖУЖЖАНИЕ,8,True
14085,4.71,89.82,безвольный, прл ед муж им ,101054,BEZVOL'NYJ,10,БЕЗВОЛЬНЫЙ,10,True
14086,4.71,89.82,извращение, сущ неод ед ср им ,39413,IZVRASCHENIE,12,ИЗВРАЩЕНИЕ,10,True
14087,4.71,89.82,посинеть, гл сов непер инф ,87906,POSINET',8,ПОСИНЕТЬ,8,True
14088,4.71,89.82,пилигрим, сущ одуш ед муж им ,136432,PILIGRIM,8,ПИЛИГРИМ,8,True
14089,4.71,89.82,хроника, сущ неод ед жен им ,21585,HRONIKA,7,ХРОНИКА,7,True
14090,4.71,89.82,куда, мест нар ,4013985,KUDA,4,КУДА,4,True
14091,4.71,89.82,ссуда, сущ неод ед жен им ,158814,SSUDA,5,ССУДА,5,True
14092,4.71,89.83,пересказать, гл сов пер/не инф ,84580,PERESKAZAT',11,ПЕРЕСКАЗАТЬ,11,True
14093,4.71,89.83,уместный, прл ед муж им ,119631,UMESTNYJ,8,УМЕСТНЫЙ,8,True
14094,4.71,89.83,нтв, сущ неод ед муж ,4152755,NTV,3,НТВ,3,False
14095,4.71,89.83,суеверие, сущ неод ед ср им ,45167,SUEVERIE,8,СУЕВЕРИЕ,8,True
14096,4.71,89.83,белобровый, прл ед муж им ,101189,BELOBROVYJ,10,БЕЛОБРОВЫЙ,10,True
14097,4.71,89.83,зуд, сущ неод ед муж им ,25701,ZUD,3,ЗУД,3,True
14098,4.71,89.83,победит, сущ неод ед муж им ,136699,POBEDIT,7,ПОБЕДИТ,7,True
14099,4.71,89.83,синтез, сущ неод ед муж им ,32631,SINTEZ,6,СИНТЕЗ,6,True
14100,4.71,89.83,сомкнуть, гл сов перех инф ,65901,SOMKNUT',8,СОМКНУТЬ,8,True
14101,4.71,89.83,цинк, сущ неод ед муж им ,35229,TSINK,5,ЦИНК,4,True
14102,4.71,89.83,кольнуть, гл сов пер/не инф ,77180,KOL'NUT',8,КОЛЬНУТЬ,8,True
14103,4.71,89.83,постамент, сущ неод ед муж им ,30723,POSTAMENT,9,ПОСТАМЕНТ,9,True
14104,4.71,89.83,сумрачно, нар опред кач ,205687,SUMRACHNO,9,СУМРАЧНО,8,True
14105,4.71,89.83,проткнуть, гл сов перех инф ,91775,PROTKNUT',9,ПРОТКНУТЬ,9,True
14106,4.71,89.83,порешить, гл сов пер/не инф ,87729,PORESHIT',9,ПОРЕШИТЬ,8,True
14107,4.71,89.83,крыться, гл несов непер воз инф ,197786,KRYT'SJA,8,КРЫТЬСЯ,7,True
14108,4.71,89.83,прострелить, гл сов перех инф ,91650,PROSTRELIT',11,ПРОСТРЕЛИТЬ,11,True
14109,4.71,89.83,специализированный, прл ед муж им ,117825,SPETSIALIZIROVANNYJ,19,СПЕЦИАЛИЗИРОВАННЫЙ,18,True
14110,4.71,89.83,беспредельный, прл ед муж им ,47062,BESPREDEL'NYJ,13,БЕСПРЕДЕЛЬНЫЙ,13,True
14111,4.71,89.83,летательный, прл ед муж им ,107666,LETATEL'NYJ,11,ЛЕТАТЕЛЬНЫЙ,11,True
14112,4.71,89.83,зачитать, гл сов пер/не инф ,75735,ZACHITAT',9,ЗАЧИТАТЬ,8,True
14113,4.71,89.83,отъезжать, гл несов непер инф ,83423,OT'EZZHAT',10,ОТЪЕЗЖАТЬ,9,True
14114,4.71,89.84,выволочь, гл сов перех инф ,171222,VYVOLOCH',9,ВЫВОЛОЧЬ,8,True
14115,4.71,89.84,наемный, прл ед муж им ,51674,NAEMNYJ,7,НАЕМНЫЙ,7,True
14116,4.71,89.84,дирекция, сущ неод ед жен им ,147661,DIREKTSIJA,10,ДИРЕКЦИЯ,8,True
14117,4.71,89.84,утопать, гл несов непер инф ,98723,UTOPAT',7,УТОПАТЬ,7,True
14118,4.71,89.84,злокачественный, прл ед муж им ,105198,ZLOKACHESTVENNYJ,16,ЗЛОКАЧЕСТВЕННЫЙ,15,True
14119,4.71,89.84,древний, прл ед муж им ,48978,DREVNIJ,7,ДРЕВНИЙ,7,True
14120,4.71,89.84,ювелирный, прл ед муж им ,121797,JUVELIRNYJ,10,ЮВЕЛИРНЫЙ,9,True
14121,4.71,89.84,юнга, сущ одуш ед муж им ,144628,JUNGA,5,ЮНГА,4,True
14122,4.71,89.84,опрокинуться, гл сов непер воз инф ,188256,OPROKINUT'SJA,13,ОПРОКИНУТЬСЯ,12,True
14123,4.71,89.84,всенародный, прл ед муж им ,102552,VSENARODNYJ,11,ВСЕНАРОДНЫЙ,11,True
14124,4.71,89.84,шиповник, сущ неод ед муж им ,143933,SHIPOVNIK,9,ШИПОВНИК,8,True
14125,4.71,89.84,непредсказуемый, прл ед муж им ,52344,NEPREDSKAZUEMYJ,15,НЕПРЕДСКАЗУЕМЫЙ,15,True
14126,4.71,89.84,достопримечательность, сущ неод ед жен им ,5279,DOSTOPRIMECHATEL'NOST',22,ДОСТОПРИМЕЧАТЕЛЬНОСТЬ,21,True
14127,4.71,89.84,комментатор, сущ одуш ед муж им ,131577,KOMMENTATOR,11,КОММЕНТАТОР,11,False
14128,4.71,89.84,восьмидесятый, числ поряд ед муж им ,4015603,VOS'MIDESJATYJ,14,ВОСЬМИДЕСЯТЫЙ,13,True
14129,4.71,89.84,рвотный, прл ед муж им ,115770,RVOTNYJ,7,РВОТНЫЙ,7,True
14130,4.71,89.84,русский, прл ед муж им ,55184,RUSSKIJ,7,РУССКИЙ,7,True
14131,4.71,89.84,исподволь, нар опред спос ,200691,ISPODVOL',9,ИСПОДВОЛЬ,9,True
14132,4.71,89.84,динамик, сущ неод ед муж им ,24951,DINAMIK,7,ДИНАМИК,7,True
14133,4.71,89.84,чихнуть, гл сов непер инф ,99413,CHIHNUT',8,ЧИХНУТЬ,7,True
14134,4.71,89.84,погреться, гл сов непер воз инф ,188941,POGRET'SJA,10,ПОГРЕТЬСЯ,9,True
14135,4.71,89.85,никнуть, гл несов непер инф ,183453,NIKNUT',7,НИКНУТЬ,7,True
14136,4.71,89.85,высморкаться, гл сов непер воз инф ,186356,VYSMORKAT'SJA,13,ВЫСМОРКАТЬСЯ,12,True
14137,4.71,89.85,четвертак, сущ неод ед муж им ,143807,CHETVERTAK,10,ЧЕТВЕРТАК,9,True
14138,4.71,89.85,принюхиваться, гл несов непер воз инф ,191708,PRINJUHIVAT'SJA,15,ПРИНЮХИВАТЬСЯ,13,True
14139,4.71,89.85,загадить, гл сов перех инф ,171698,ZAGADIT',8,ЗАГАДИТЬ,8,True
14140,4.71,89.85,лишаться, гл несов непер воз инф ,197634,LISHAT'SJA,10,ЛИШАТЬСЯ,8,True
14141,4.71,89.85,рельеф, сущ неод ед муж им ,31905,REL'EF,6,РЕЛЬЕФ,6,True
14142,4.71,89.85,отбежать, гл сов непер инф ,82106,OTBEZHAT',9,ОТБЕЖАТЬ,8,True
14143,4.71,89.85,ковровый, прл ед муж им ,106409,KOVROVYJ,8,КОВРОВЫЙ,8,True
14144,4.71,89.85,потягивать, гл несов пер/не инф ,88343,POTJAGIVAT',11,ПОТЯГИВАТЬ,10,True
14145,4.71,89.85,переваливаться, гл несов непер воз инф ,192818,PEREVALIVAT'SJA,15,ПЕРЕВАЛИВАТЬСЯ,14,True
14146,4.71,89.85,заколебаться, гл сов непер воз инф ,186760,ZAKOLEBAT'SJA,13,ЗАКОЛЕБАТЬСЯ,12,True
14147,4.71,89.85,лис, сущ одуш ед муж им ,27633,LIS,3,ЛИС,3,True
14148,4.71,89.85,бегло, нар опред кач ,198378,BEGLO,5,БЕГЛО,5,True
14149,4.71,89.85,томик, сущ неод ед муж им ,141590,TOMIK,5,ТОМИК,5,True
